F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,Needs_Tuning
53.43618289568462,37.34976207205217,1.0213832954293984,27.09491623950101,0.8974892038354018,94.79842634849932,S07,A,0.45492970299116003,Z4,1,4.564795528441374,Yes
32.36959844637266,38.27373967263227,2.088442772869925,14.342364932873705,-0.149343169850756,91.21310914826965,S02,B,0.8333326518455046,Z4,0,7.754548773016936,No
53.24083969394795,24.516817137711406,-1.5859833122379583,25.00179104721271,0.5832509160018916,96.67600458422442,S05,A,0.3643330741329013,Z2,0,7.751181521304814,Yes
46.149177195836835,51.74972185205077,-1.879924385139045,19.68815079498355,0.28093237410166727,78.38527548212622,S07,C,0.3771712937505631,Z4,0,5.169215487425888,No
43.23077999694041,30.608204976009226,1.8709651753717822,19.85205453706185,0.2733281855621011,114.38224459701509,S07,A,0.8049034362231806,Z1,0,8.466906933209604,No
56.11676288840868,23.56858492985377,0.38961417737090387,34.46737026706585,-0.21705198245463797,116.91529441774644,S06,A,0.41101072182094944,Z4,1,3.756675989904966,No
60.30999522495951,42.158209307779664,-0.8682927318763665,31.722059557516282,-0.9732646433085677,70.78986288788778,S10,C,0.8202148612328786,Z4,0,1.0894896818168558,Yes
59.31280119116199,22.102470910835144,0.5346290861224353,38.155753035852676,-0.897224117940022,114.67686708499825,S10,C,0.6783681159189625,Z1,0,1.8912438417527984,No
41.607824767773614,33.53808037361784,-2.6357477390168778,25.138263604426978,0.5674820115642538,87.84207055267561,S08,A,0.4690700586878333,Z2,0,3.6646306906135555,No
46.907876241487855,32.979839532198454,0.003375506597160999,18.302204677702445,0.015566604415106496,112.8546330547418,S03,A,0.13734130559656826,Z4,0,6.068604099460332,No
53.31263431403564,53.982126693806734,0.32782117284308526,35.262458509529836,-0.11080979568577981,98.97330261000377,S01,A,0.4961363391456329,Z2,0,2.6903542645474356,No
59.75545127122359,41.0017276981592,0.9242701395378298,39.907263990692705,-0.3391120338578821,100.43163346121497,S03,A,0.5203260107066849,Z1,1,3.6483982931430097,No
45.2082576215471,32.744593633622436,-1.0138959522925377,22.15564119875399,-0.24415107638460143,97.22353525868172,S02,B,0.7334435466608746,Z2,1,2.501047022916198,No
48.14341023336183,47.84634998528408,0.08568716140335904,30.987003854492052,0.8375294355905116,118.18193806350229,S02,A,0.8176894352480224,Z2,0,3.694196029643102,No
38.93665025993972,61.9045323209525,-0.9254246260595873,19.079498968917836,-0.2681952654944214,81.40617981212458,S02,B,0.36300256417125043,Z3,0,7.685418877888189,No
38.037933759193294,42.56424739455607,0.2553837556743171,23.311112139257656,-1.072851770641255,109.11760508102513,S05,C,0.6602363527976366,Z3,1,5.715151781658603,Yes
58.125258223941984,33.27008613278574,-0.8953463223630241,28.552662899590363,0.5949214204321386,116.51995247334325,S01,B,0.6530804312026699,Z4,0,3.8460214668156674,Yes
63.56240028570823,18.350809637143776,-0.4081008391602206,29.17190790875205,-0.1639013310917738,110.74510120810616,S10,C,0.714682540482089,Z3,0,7.440942246373446,Yes
49.27989878419666,20.505617061575588,-0.9958153947902291,27.653853322453152,0.025116692426221155,134.87048371485128,S04,B,0.599737982427109,Z3,1,5.051330475995158,No
60.03532897892024,28.8655511687985,0.651136241823657,35.40255265597796,1.2860626451196084,92.06579855912952,S10,C,0.111500461807646,Z3,0,5.2673110021124945,No
53.61636025047634,25.17167889199756,0.8584511166566653,30.181417682212786,-0.01644844588040575,114.35957233890296,S05,A,0.46891551349444804,Z2,0,7.285550533335105,No
43.54880245394876,30.44320795640899,-0.2346205699574138,20.209128681256455,0.23134693849498028,98.40864046987869,S02,B,0.2688584850166169,Z2,1,4.314757740304574,Yes
53.61395605508414,33.970498820202394,0.03823799496002834,30.168878322394793,-0.9431387930386603,118.50109114529005,S05,B,0.45947884541638523,Z3,1,6.832480925939864,No
65.38036566465969,42.02907915142817,-1.4485914146335441,40.574693161699486,-0.1757355618807681,99.88466506417946,S10,C,,Z1,0,6.68985728353117,Yes
49.64173960890049,32.08137199069072,-0.29967664800678706,29.560578614727607,0.487620836166881,94.18186327206296,S04,C,0.5610301671749945,Z3,0,4.708910052720459,No
65.64643655814007,41.22008921087222,-0.05020461704174478,40.300367087880105,-1.244298987072994,119.59108305807443,S08,B,0.7296181732794865,Z1,0,2.2076133679082286,No
23.802548959102555,34.09032046505383,2.620793091029975,10.930953373190368,0.16067607449256768,92.62657091471605,S01,C,0.5683507841427079,Z2,1,5.025383528225417,No
58.21902504375224,13.613201836143942,-1.1119670257741636,40.790004599832145,0.08063285811584504,78.80911361649166,S05,A,0.24033481206621948,Z1,0,7.274506493283365,No
50.870470682381715,21.699713827389672,1.4641772387524374,24.641415726655126,0.03302996446995151,92.24729675239257,S10,B,0.0,Z2,0,6.639536138950976,Yes
47.009926495341325,31.036396608274952,0.996858773465808,30.643757382638388,0.8297271189265946,109.28549419882799,S01,A,0.529761752335918,Z1,1,8.420500782234628,No
50.91760776535502,19.213965140723825,0.2806364044901364,36.46002012401282,0.2675508118788172,120.88058127380637,S10,B,0.45721470672976694,Z2,0,4.019199586853675,Yes
30.124310853991073,43.378673594337855,,20.47912697613912,1.1824575186851554,101.66694062944768,S10,A,0.3046108521236236,Z2,0,6.558600945464471,No
47.80328112162488,65.94610876086053,0.3721054726068629,27.669347537650776,-0.794871612475229,119.77295600851038,S04,B,0.1598745500697244,Z3,0,2.98742449232411,No
53.57112571511746,57.30814918625186,,29.501190195755576,0.10873965377467838,79.6273761778361,S08,C,0.3530513573054581,Z4,0,5.403167921280725,Yes
64.77894044741517,30.082713609107145,-0.053120653017545344,44.04780252368038,0.06757342911195795,93.35104802773145,S01,B,0.4611017030270448,Z4,0,7.2108248104299655,No
44.81729781726352,64.76897848072382,1.2235688824186275,19.77550406404975,-0.8554035950040642,95.67137324268849,S02,A,0.633175564741278,Z2,1,6.812849174802085,No
41.91506397106812,35.40667478948119,1.0964692338108837,20.298417080742652,0.765036001673077,98.2816085879122,S01,B,,Z3,1,5.206146083848175,No
44.982429564154636,28.45464206515003,-0.6256772874962124,25.001668911034173,1.8597386446822544,101.26141582375294,S07,A,0.8216134494345457,Z4,0,4.463895674877419,No
59.15402117702074,25.12764919471836,-1.3192471945987674,41.68068149377243,-0.013604859587064796,110.3636643608829,S02,A,0.2928791887909211,Z4,0,3.010338017261452,No
53.287511096596845,28.901359660283536,,33.871344838162585,0.40401687061901354,93.32789742744265,S01,A,0.6762117784114867,Z3,0,4.548453454568396,No
44.70239796232961,27.807907749155948,-0.8000385643976464,21.98120998484654,0.0676147806522618,102.08543030429688,S06,C,0.5094597486257456,Z3,0,2.379592316922539,No
55.13267433113356,35.754899191372765,-0.0635245746153551,31.528066071755617,-0.5708677359257407,99.32315664513922,S06,B,0.638933824823717,Z4,0,4.313611903471157,Yes
50.9707754934804,35.596890604473785,1.2374381346841392,27.51084957560677,-1.456608222241613,86.11165144163274,S10,A,0.4126970273468913,Z4,1,1.3875535693202066,Yes
59.68644990532889,33.16087473260955,-0.45730165508679,32.26292498202966,-0.5646187864762922,98.29499966377847,S02,C,0.714336074778118,Z1,0,2.3626655439426827,Yes
42.979469061226474,40.3109109863347,,30.68212922951978,-1.113566704761385,97.84510705154322,S01,A,0.5590449516690486,Z1,0,6.70561180111355,No
46.723378534022316,56.58765340279636,0.058022734808395225,21.17531147409586,1.3632816624472943,97.5237915249543,S10,B,0.3641110030164501,Z2,0,6.482788183003977,Yes
46.078918468678424,50.769681774093705,0.8484308822052846,35.69125535987892,-0.09208775513859133,100.47639184872176,S03,C,0.49759519421736237,Z4,0,4.422304322536061,Yes
35.364850518678814,16.975920761749684,-2.246889333984605,25.360058762130404,-0.27673546323773657,101.1351031092008,S10,A,0.4520888282125801,Z3,0,5.129537579239264,No
52.96120277064576,10.493284585753932,-0.6067002947652967,37.23103001540595,0.7113230598302448,93.51557231339005,S05,A,0.5978356701275588,Z3,0,5.3977913446983505,No
52.610552721798896,50.422825530148295,0.21128369227947272,29.251634072953046,-0.8974008822847104,119.09072100956897,S06,A,0.26404465012509826,Z4,0,5.920656780022364,No
50.05113456642461,17.901859420877702,1.2000789564268612,29.280977144459214,-0.613491230403642,82.45779056195475,S03,B,0.4941296595768611,Z2,1,5.706633414503387,No
47.65412866624853,29.92982782169593,-0.49190244750620515,21.42671812712556,0.054457815398896825,89.18544837295156,S09,C,0.5790614505298661,Z3,0,2.326448243449505,No
35.84629257949586,19.559265998691306,-1.876552706041874,18.884463512363503,0.8230151931387845,141.69945436335334,S05,C,0.5066046614386066,Z4,0,0.11383275630209244,No
45.79354677234641,14.718552944814514,0.6197114459661363,29.9444023016236,0.40134803613503056,84.43012967516155,S02,C,0.7693882488777992,Z4,0,2.966222901741776,Yes
46.572854834732304,42.25227623312328,-0.6353623888256293,34.42402820974637,0.19866011401270578,79.69367987935362,S10,A,0.6548045548142105,Z2,1,4.691339248240579,No
41.97722730778381,46.60089850347594,-1.1896666590903613,19.650552300658028,0.06249418818881308,111.01715117501827,S06,C,0.49850384065185066,Z4,0,6.920367338748698,Yes
48.387142883339905,25.548288284584878,-0.6243453897132241,27.204756045077612,0.3201886844214201,68.84320219339189,S08,A,0.5433378194995346,Z3,0,5.468719381457965,No
54.040508568145384,10.319455205908158,-0.18452535765584954,31.667809039724617,0.16132232410340372,96.47089135041341,S06,B,0.5591331102963999,Z1,0,6.068753125680095,No
68.8618590121053,25.89862810248038,-0.6047446645382127,34.338169396300756,-0.8239778198215486,132.18737387614732,S04,C,0.5806599208333648,Z2,1,3.206236757131255,Yes
51.74577812831839,39.50043965814757,-2.205566057099069,34.004213085783036,0.036863377306521075,76.82596116769899,S06,A,0.1348684008670784,Z4,0,4.8585422009579835,No
52.57550390722764,17.02171350507577,0.8970661968871322,27.92535068562354,-0.8589509271342021,70.2705327139193,S08,C,0.4396947408461306,Z2,0,5.130969718914423,Yes
49.25554084233833,35.963767161837076,,28.576372749517873,0.06486603432065897,77.51228197063452,S08,C,0.20311218636131473,Z4,0,3.488646322542203,Yes
30.812287847009586,32.8880893988015,0.6515219913395057,16.227625848646362,-0.38451835319059313,113.47539352520478,S10,B,0.7556561894918974,Z1,0,2.860880188245356,No
49.73486124550783,42.97769133139849,-1.1376856704248166,25.894224218706324,2.031505298226289,116.87165079978719,S02,C,0.48783009599941446,Z2,0,4.546644445807924,No
50.60230209941027,34.94624996507231,-0.20149153394751798,30.326156332243386,-0.03191550700136954,92.31116804532238,S08,B,0.4613318100640754,Z4,0,6.322472696229717,No
74.63242112485287,21.372797671521624,-0.006521315229458062,43.701404782071606,-1.1233916530092711,110.24818606001604,S06,C,0.679359466406647,Z1,1,3.1900970221737124,No
48.076390352188774,56.738737342987626,0.5987943895619102,26.986544799919937,-0.10734416854153966,120.85382991267984,S02,C,0.5844649594899749,Z3,1,4.583614534438524,Yes
53.015473423336125,30.83534793468004,0.6683404887180808,28.166975945599958,0.4154869965103105,126.81019621644738,S01,C,0.2742730971241586,Z4,0,7.709979268683215,No
49.65288230294757,32.71105052044248,-0.7341737987784958,31.389352735683318,1.338691156922019,96.30497078230228,S06,C,0.48581892749452626,Z1,0,3.9613173782377396,Yes
38.31321962380468,21.759042503368786,,31.25601811674423,-0.4715619199509748,65.4779242349502,S07,C,0.43296660535472303,Z1,0,5.014565974100838,No
61.42822814515021,27.12682218587629,0.4572804046152411,37.55637305128576,-1.2659423792189122,87.6868161638547,S10,C,,Z2,0,4.788583838048624,Yes
57.519330326867745,22.238805951009553,1.4558223221467665,39.49218927067629,0.653469609144785,93.59793707597113,S05,B,0.36194475335255905,Z4,1,4.624416743687723,No
57.910319470430466,30.635953586100335,0.7045065398247231,27.795082056490966,-6.651612340401799,96.11591805132414,S10,B,0.4632919355967069,Z3,1,8.336956328668018,Yes
40.906125452052606,71.54086436818362,0.7890566873755189,25.332482467700412,-0.348924353205988,97.1821089848692,S08,A,0.4770098137016315,Z4,0,5.611506618068121,Yes
64.02794310936099,17.86144511521462,0.08382662792936094,32.929924270761255,-0.20609638840879524,116.78341896896004,S09,C,,Z1,0,1.859635800525285,No
35.98148937207719,16.02095208592099,1.4104591452035038,14.204268985586808,-0.05570676264008654,119.11642640031371,S04,B,0.7303331166094951,Z3,0,8.05683969314618,No
55.868570938002705,64.20150465224454,0.4097627959594974,29.82428552550644,0.5513315656594685,97.42489519112824,S07,C,0.4795793882217122,Z1,1,5.5496269223949755,Yes
71.90455625809979,30.138527759749223,-0.8610879101735704,49.10223042692773,-0.5469074258291101,116.47727314077727,S08,C,0.5075106153321126,Z2,1,4.252851272694063,No
40.09463674869312,24.505982406555443,1.4033699701251907,28.8068611925641,-0.21898340173340858,105.36492049946634,S06,B,0.5801283276679674,Z4,1,7.6988850112776515,Yes
44.33702270397228,52.87639972350642,0.6979032725390276,27.817237232655366,-0.011416282359510805,100.96758959293858,S02,C,0.34238474921926576,Z1,1,3.4426200737498776,Yes
50.99651365087641,25.21585610386781,-0.4430440211284823,22.93440539107619,0.11967836601503044,113.59816235664945,S07,B,0.5912711946265392,Z1,0,8.431400185761207,No
44.96524345883801,75.31688688591316,-0.47949296739924335,25.997742818363122,0.07826173976633814,101.08378072356874,S09,B,0.4265850707963634,Z4,1,5.186605285135121,No
34.493365689338674,44.92824412590653,0.2965755451407618,22.204519458111882,0.34880462017806385,130.86716765646645,S05,A,0.32068289187056165,Z3,1,7.0111176940123565,Yes
50.68562974806027,26.58746505894524,0.4631847952675847,31.28905899672915,0.6750716077133898,78.42383249808161,S02,A,0.6146894986710798,Z1,0,11.1350042231733,Yes
39.37696286273895,87.42564808567886,0.19729226563120644,14.40720980023964,0.3141072925207744,92.27243651361974,S04,A,0.7983347717603615,Z4,0,5.360183077622171,No
54.73592430635182,25.214728413718603,0.3113086734428849,28.38996534371173,0.36286841880737475,98.10221654569075,S03,A,0.6449658746971664,Z2,1,4.806336199919652,No
40.80575765766197,46.2445175468355,1.6999573745763805,24.163065773853596,-1.2657785333971823,106.59179035686986,S04,C,0.6845955130280862,Z2,0,2.8659407908118415,No
65.4993440501754,37.88978918640136,1.0715431522348857,41.981060977691186,0.040182159332544355,119.01940730654633,S10,C,0.3958738786875402,Z4,1,4.7588590864615705,No
42.16746707663763,59.48853353184859,0.19063559126502433,14.319841140482845,0.38360603840128693,99.63402149145764,S07,A,0.18047605416630869,Z1,1,2.9276564494653363,No
46.77938483794324,66.86529268227395,0.9413105807674833,27.25701102536665,0.5831529556563603,78.66655525740688,S10,B,0.7980275044199683,Z4,1,4.6260631410641135,Yes
58.135172173696695,33.59582714285023,-1.0325239035275395,35.596347153612776,-0.5538806193870354,112.63770844682506,S08,B,0.910902977880952,Z4,1,10.789368260946667,Yes
37.69135683566045,23.593280769686825,0.39792704994680894,26.862874043977335,-0.527231419910916,111.32438149212946,S01,B,0.8085613547539364,Z1,0,5.239195909149718,No
52.27459934604129,40.730918172983706,1.80930634973311,34.829047528811955,-0.4592805402268787,70.87212010930891,S08,B,0.4328428122040501,Z3,1,3.892624968151794,No
63.07142754282428,24.410859227757122,-0.21804589539237385,40.75571311973859,0.42913111991307473,99.942937994938,S05,C,0.26907313225423113,Z3,0,4.580563846354336,No
33.92516765438772,81.9430309566969,-0.8476339286190848,16.35539805912296,0.8271048439393669,76.14787253979553,S07,B,0.2868634604360867,Z2,0,4.176257201513731,Yes
51.84633858532304,35.213900280536635,-0.6520888885930607,21.567792465577284,-0.3259680858332813,90.03023353746906,S01,B,,Z3,0,7.096803746283253,No
52.598827942484235,28.0953842676466,-1.0896330373423884,29.594032980183535,0.7263698509016392,86.457866095558,S02,A,0.47852427631799094,Z4,0,4.819550804199682,No
57.8182287177731,35.9851422374508,-0.7847619081277034,39.69909635670666,0.09878384733167538,112.13897047362978,S01,B,0.8211355916164909,Z1,0,8.217776186826276,No
37.63049289121918,18.061690887464376,-0.370508098590029,29.545568372353664,-0.09942862172994904,101.75245261258276,S05,C,0.47166747362555134,Z2,1,4.367801431897897,No
36.795433869157236,21.386795153442115,-1.405567019178642,25.630005832983265,-0.16910738385437518,80.71613498865959,S06,B,0.5604645800696549,Z3,0,4.496841445946206,No
55.21941565616898,56.83692818488016,0.015618333949603047,35.27835350771006,0.5972890916817257,113.20098944436013,S10,B,0.7751193928608417,Z4,0,3.2064312285551724,Yes
52.96984673233186,24.640651386661634,0.9022771737866472,33.68010628132894,0.26046225342965607,78.49291264107379,S09,C,0.41918093763352005,Z2,0,4.233236195477462,No
52.504928503458764,20.67427260185986,-0.9077561801469204,28.722363368271353,1.82066034211811,104.95170685706415,S08,A,0.907106291343919,Z1,0,1.5328595431570928,No
53.46448209496975,42.16092054852966,1.5192839236417688,31.428387789213755,-0.6817797143978593,87.78983996062667,S07,C,0.8984188814994907,Z3,1,0.7403796322802663,Yes
43.19975278421509,56.46194489830141,0.5107920885275947,34.26519929966071,0.41448136162398064,94.5148437620422,S05,A,0.47377773226390346,Z4,0,6.249346707397892,Yes
52.322536971610035,45.765429413295095,1.0305805856240573,26.680732154006638,-0.4233608078492103,107.56406122057577,S03,B,0.38449314719615746,Z1,1,1.5091187401581259,No
52.93072473298681,51.843079727993256,-0.6578345538521371,39.83232879334134,-0.695429589590915,107.82174098589293,S09,A,,Z4,1,5.81193099836604,No
42.85648581973632,23.55745215582543,0.8545252270666157,24.1037507193815,-0.008693709627977716,120.0545361033394,S05,A,0.4304950114962284,Z4,0,3.9990063003104286,No
68.65774511144757,17.46476111025311,-1.091933900395313,47.82180761234393,0.10988198352562882,98.76619450492821,S03,A,0.2686889565865327,Z4,1,6.879057944326837,Yes
54.73832920911788,65.07888460533432,0.8902475008365087,25.80892247798304,2.334538844048074,104.5967629444501,S03,B,,Z1,0,1.553191158572281,Yes
38.08696502797351,28.639705880985176,0.17183933979353122,25.781700022607353,-0.14731665254656165,93.43394016393513,S03,A,0.743289477455416,Z2,0,6.196501627362732,No
56.5655360863383,29.580789362078107,0.5532512199847837,30.255470972064867,-0.9041429835877468,102.72984823934196,S06,A,0.5311023207527121,Z4,1,5.663199908558123,No
40.253183297726785,60.20090370012444,-1.1755946056248516,17.075574019015132,0.2184085739955086,106.59229072012768,S01,B,,Z2,1,5.725032450563534,No
57.87084603742452,42.5339892869356,-0.8950698422766047,35.81517783450944,-1.6597120300370947,98.52535228818437,S04,C,0.2540947497565228,Z2,0,7.2477977337826776,Yes
61.58595579007404,40.65612484903175,0.5972282182533848,41.998932417024264,-0.0735654260834127,72.94374273861256,S08,C,0.5214458576838306,Z3,0,5.1405741341782685,Yes
41.7931768164829,87.72887171744499,-0.9483480042242007,20.851198896922256,0.012820225836128341,104.97206344496342,S03,C,0.40002579309899355,Z3,0,0.10432223320156808,Yes
59.63376129244322,24.789416209360805,0.46320629209912306,28.285176973173925,8.188782784036748,105.46842216033185,S05,B,0.4317814135716784,Z2,0,5.898216181380774,Yes
54.12780926936498,50.27601164261405,-1.3671378064602457,32.01746173994421,0.7788977995422776,89.79739785478074,S02,B,0.7043926310120007,Z3,1,5.639345225152104,Yes
58.2206015999449,33.976051412274686,0.8481742126666681,34.49518431608103,-0.402855695126174,80.73419445891228,S02,C,0.6466358634845115,Z3,0,4.510749833917449,Yes
68.96792982653947,37.36993579806155,,44.12235603369618,-0.12049121170394642,122.13818725755948,S07,A,0.7756285360995225,Z2,0,3.3164541846422484,Yes
47.54611883997129,65.8784114267931,0.5522999376795232,33.275644160805214,-0.6128966644885367,107.37168266341602,S10,C,0.30187535532454846,Z1,1,4.278161354013432,No
42.4626383564251,41.61772217329876,0.6256309336460009,25.18050710749259,-0.9024500438461551,96.56378453617435,S03,B,0.4313616862626576,Z3,0,7.916119553298207,No
41.10485570374477,42.192109950866815,-0.6967718184295749,33.94042999621817,0.24791582350450764,82.94450675278769,S05,A,0.6517963390920225,Z3,0,3.1601843108521983,No
41.841897150345616,53.6578781534077,0.5820265670847269,26.226312012883827,-1.0188684388772795,87.67277757367981,S03,A,0.5896156682025784,Z1,1,1.5191770518878962,No
49.228982905858956,28.100047639825032,0.26044226333355597,27.805257213480875,-0.3317015204574905,119.53885595179347,S06,B,,Z1,1,2.063474626075906,No
