trip_id,timestamp,hour,day_of_week,temp_c,wind_kph,precip_mm,is_holiday,demand,condition_Cloudy,condition_Fog,condition_Rain,condition_Windy,user_type_member,bike_type_e-bike
24,2025-07-26 14:00:00,14,5,13.54429310910181,19.43768354993057,2.263040096707516,1,75.0,False,False,False,False,True,True
25,2025-07-09 22:00:00,22,2,3.3449285557259207,20.33167970276541,0.568080674964629,0,0.0,False,False,False,False,True,True
26,2025-07-04 02:00:00,2,4,20.56898342767517,24.818756342106965,0.2244437133704533,0,80.0,True,False,False,False,True,True
27,2025-07-20 01:00:00,1,6,10.64133176831676,21.957333911344534,1.2136470998063866,1,67.0,False,False,False,False,True,False
28,2025-07-01 08:00:00,8,1,20.040536866459863,14.268988366535195,1.9571072101347269,0,108.0,False,True,False,False,True,False
29,2025-07-15 10:00:00,10,1,13.419000091259017,12.205035541144058,0.1949688514326712,0,62.0,False,False,False,False,False,True
30,2025-07-02 21:00:00,21,2,12.176851083121011,15.009092789377805,0.4252650003676744,0,62.0,False,False,False,False,False,True
31,2025-07-14 16:00:00,16,0,4.584312812329004,42.0508727948794,0.4930621346194392,0,2.0,False,False,False,True,False,False
32,2025-07-26 02:00:00,2,5,11.859144389034384,3.0611484815838392,2.172621758371414,1,56.0,True,False,False,False,False,False
33,2025-07-24 13:00:00,13,3,10.912087799152983,14.142268193696228,0.0281113566952821,0,57.0,False,False,False,False,True,False
34,2025-07-22 06:00:00,6,1,21.553192521637417,47.294885467969145,1.8031996445806435,0,40.0,False,False,False,True,False,False
35,2025-07-08 14:00:00,14,1,16.068615398326344,31.201840406654377,0.4039218398852758,0,71.0,False,True,False,False,True,False
36,2025-07-06 21:00:00,21,6,7.862249291410039,12.180599771484612,0.3241436625997352,1,46.0,True,False,False,False,True,False
37,2025-07-05 09:00:00,9,5,8.308610292561909,12.137650003112572,0.9316712331080912,1,64.0,True,False,False,False,False,False
38,2025-07-17 02:00:00,2,3,21.86335166660652,170.0,0.434661561659902,0,81.0,False,True,False,False,True,True
39,2025-07-08 18:00:00,18,1,12.616984736987108,12.831832380992472,1.7975258608558116,0,92.0,False,False,False,False,True,False
40,2025-07-16 04:00:00,4,2,18.68428013638208,17.98654223146912,1.7650751080122724,0,72.0,True,False,False,False,True,False
41,2025-07-10 03:00:00,3,3,17.884184952925924,8.369834512075393,0.5349437201966025,0,81.0,False,False,False,False,True,True
42,2025-07-27 12:00:00,12,6,10.860676309604818,8.67537505315159,1.6549195807384445,1,56.0,False,False,False,False,False,False
43,2025-07-18 09:00:00,9,4,14.004143483908669,13.071353403447564,0.3868020214490501,0,95.0,False,True,False,False,True,False
44,2025-07-13 08:00:00,8,6,24.718641127326467,17.234784953028495,0.7490153788868275,1,109.0,False,True,False,False,True,False
45,2025-07-25 18:00:00,18,4,8.845511961063604,37.9145763473005,2.123365475521648,0,34.0,False,False,False,False,True,False
46,2025-07-29 14:00:00,14,1,9.55648297428385,14.062413580072215,0.4373331046856363,0,38.0,False,False,False,False,True,False
47,2025-07-05 16:00:00,16,5,18.626506440700712,19.187418328228333,0.1676442044519179,1,134.0,False,False,False,False,True,True
48,2025-07-25 06:00:00,6,4,22.83395486959993,12.485840378864411,0.1819891741953027,0,66.0,False,False,False,False,True,False
49,2025-07-18 16:00:00,16,4,12.555454590267214,36.58572311448043,0.2146643033031303,0,74.0,False,False,False,False,True,False
50,2025-07-17 16:00:00,16,3,9.420429499110638,11.817258030095047,0.6295398124120917,0,68.0,False,False,False,False,True,True
51,2025-07-31 03:00:00,3,3,14.987998130769927,13.6428384707817,0.8992329915682186,0,88.0,True,False,False,False,True,False
52,2025-07-07 08:00:00,8,0,14.602219848140937,13.26711081287842,1.642662588252821,0,87.0,False,False,False,False,False,True
53,2025-07-21 10:00:00,10,0,21.32380254603209,5.758018556869851,0.1746277807669916,0,85.0,True,False,False,False,False,False
54,2025-07-12 13:00:00,13,5,14.934746627917836,32.79024421018046,2.6979575026783844,1,73.0,True,False,False,False,True,False
55,2025-07-18 09:00:00,9,4,16.890111381946912,21.600783898270308,3.1051205026845703,0,88.0,False,True,False,False,True,False
56,2025-07-07 20:00:00,20,0,4.990620262286356,16.994620315811407,1.7139226863697057,0,0.0,False,False,False,False,True,False
57,2025-07-08 18:00:00,18,1,12.34273118232056,7.124110188492391,0.4386195618074545,0,92.0,False,True,False,False,False,False
58,2025-07-25 12:00:00,12,4,19.866495439763625,10.923178945216137,0.328706872220136,0,89.0,True,False,False,False,True,False
59,2025-07-16 11:00:00,11,2,11.110345227840105,23.969478214555817,0.468193665300017,0,48.0,False,False,False,False,False,True
60,2025-07-16 17:00:00,17,2,10.743773975656008,44.21367926643164,1.6788447469442334,0,45.0,False,False,False,True,False,False
61,2025-07-07 16:00:00,16,0,7.133573260798054,20.5624796745004,0.7972137837751048,0,30.0,False,False,False,False,False,True
62,2025-07-17 12:00:00,12,3,21.29747507312071,26.739035721174787,2.2592319739412376,0,68.0,False,False,False,False,True,True
63,2025-07-11 21:00:00,21,4,19.33261113887487,46.95929485225022,0.1018001130391485,0,88.0,False,False,False,True,True,False
64,2025-07-11 10:00:00,10,4,22.55964577645344,13.931095642790822,2.824957726963483,0,59.0,False,False,False,False,False,True
65,2025-07-16 05:00:00,5,2,20.97525254601739,12.814460408856508,0.5235455173565902,0,78.0,False,False,False,False,False,False
66,2025-07-06 15:00:00,15,6,14.004143483908669,18.18537760722577,1.1429284179681791,1,0.0,False,False,False,False,True,False
67,2025-07-24 09:00:00,9,3,20.294524547761988,11.813285654349176,0.2457937489858661,0,100.0,False,True,False,False,True,False
68,2025-07-09 00:00:00,0,2,17.108679416383787,13.714280318176018,0.0459821812093825,0,67.0,False,False,False,False,True,True
69,2025-07-16 03:00:00,3,2,16.90390738992398,18.497694575850375,0.2903239745698711,0,80.0,False,False,False,False,True,True
70,2025-07-30 05:00:00,5,2,15.93098719742094,11.29149092614344,0.8454746690277493,0,79.0,False,False,False,False,True,True
71,2025-07-23 15:00:00,15,2,6.409718897494647,18.848108963945116,0.0165708469626662,0,5.0,False,False,False,False,True,True
72,2025-07-19 08:00:00,8,5,14.327001916703251,21.30137070804659,4.8741937526627845,1,101.0,False,False,True,False,False,False
73,2025-07-13 23:00:00,23,6,12.206323382585452,43.48273158771513,0.2524993967575117,1,47.0,False,False,False,True,True,False
74,2025-07-23 08:00:00,8,2,16.534945776274547,21.65158170986069,2.4497157379870145,0,95.0,True,False,False,False,False,False
75,2025-07-20 15:00:00,15,6,10.910539519412778,22.082713900862817,1.5380637464218554,1,62.0,False,False,False,False,True,True
76,2025-07-22 15:00:00,15,1,2.915583761377537,22.57635127615888,1.6922709978576351,0,1.0,False,True,False,False,True,False
77,2025-07-03 09:00:00,9,3,19.00060735457812,17.2343265761578,1.1195555004704352,0,101.0,True,False,False,False,True,True
78,2025-07-13 22:00:00,22,6,11.450826906316172,10.319714151604622,2.571836339930618,1,65.0,False,False,False,False,True,True
79,2025-07-03 14:00:00,14,3,14.014749897754776,31.73212716501664,1.1918777967448124,0,60.0,True,False,False,False,True,False
80,2025-07-15 12:00:00,12,1,12.56776073978007,17.483059886599374,0.3270920151221637,0,66.0,False,False,False,False,True,True
81,2025-07-22 17:00:00,17,1,9.103801995020856,31.04745639177441,0.0660974762903555,0,68.0,True,False,False,False,True,False
82,2025-07-04 01:00:00,1,4,10.568069576352562,24.48944033833921,3.5606286765161266,0,39.0,False,False,False,False,True,False
83,2025-07-07 01:00:00,1,0,19.9560509774523,32.56844603280128,1.1911976600842795,0,73.0,False,False,False,False,True,True
84,2025-07-28 19:00:00,19,0,6.852993687253457,23.985293506976888,0.232118352278371,0,25.0,False,False,False,False,True,True
85,2025-07-20 23:00:00,23,6,12.311702674654,24.60909661443474,0.0120196949551456,1,70.0,False,False,False,False,False,False
86,2025-07-26 21:00:00,21,5,8.570449929086958,17.715814239504912,0.4521437710488568,1,55.0,True,False,False,False,False,True
87,2025-07-21 15:00:00,15,0,14.898709713401557,18.37135555082926,0.9870634552027712,0,77.0,False,False,False,False,False,False
88,2025-07-16 00:00:00,0,2,9.434060745865498,21.81420196456248,0.4394953541874201,0,41.0,False,False,False,False,True,False
89,2025-07-01 09:00:00,9,1,22.479197048633,17.84849338861529,0.7826683375791333,0,96.0,True,False,False,False,False,False
90,2025-07-12 01:00:00,1,5,17.22642548370114,25.2951134025234,0.0348316151013628,1,108.0,False,False,False,False,True,True
91,2025-07-10 12:00:00,12,3,11.727715251734011,7.927503449909317,0.9334228522326976,0,55.0,True,False,False,False,True,False
92,2025-07-12 04:00:00,4,5,14.923167023700769,18.48231129855577,0.950889211779992,1,67.0,False,False,False,False,False,True
93,2025-07-12 07:00:00,7,5,15.092718713005524,10.939794600399551,1.7160101834347674,1,113.0,True,False,False,False,False,False
94,2025-07-04 21:00:00,21,4,9.948724583346255,25.35304392576687,2.4897307290674857,0,36.0,False,True,False,False,True,False
95,2025-07-01 20:00:00,20,1,5.387194442869063,22.000869826273327,0.3782929741912326,0,0.0,False,False,False,False,True,False
96,2025-07-20 17:00:00,17,6,2.9857219514968616,5.5920336590468125,4.189338859156313,1,0.0,False,False,True,False,False,False
97,2025-07-09 12:00:00,12,2,11.52793228049835,20.666631774701223,0.8454746690277493,0,67.0,False,False,False,False,False,True
98,2025-07-07 02:00:00,2,0,19.78230291463762,24.983947985392845,0.7798675814756424,0,76.0,False,False,False,False,True,False
99,2025-07-19 12:00:00,12,5,18.397318018750106,27.25757481696244,1.8188621448312887,1,81.0,True,False,False,False,True,False
100,2025-07-23 17:00:00,17,2,9.646068794618964,4.988174346118038,2.48371171288978,0,54.0,False,False,False,False,True,True
101,2025-07-17 23:00:00,23,3,13.40277308988265,10.865982302721395,0.1375278327880648,0,67.0,False,False,False,False,True,True
102,2025-07-27 10:00:00,10,6,21.11110838456407,30.768220968216895,0.0510600335972103,1,76.0,True,False,False,False,True,True
103,2025-07-05 09:00:00,9,5,22.78886593942729,16.47892142188653,3.1129395577042414,1,85.0,False,False,False,False,False,True
104,2025-07-09 07:00:00,7,2,25.270124018028824,13.296769808962248,1.266472857590215,0,75.0,False,False,False,False,True,False
105,2025-07-21 19:00:00,19,0,9.723917578739526,9.172806915612686,2.166641934123908,0,48.0,False,False,False,False,True,True
106,2025-07-01 22:00:00,22,1,1.656427859437871,30.747657626107987,1.6480262368032534,0,2.0,False,True,False,False,False,False
107,2025-07-28 03:00:00,3,0,16.352304814192426,19.088840986365096,1.5524251575312935,0,66.0,False,False,False,False,True,False
108,2025-07-16 06:00:00,6,2,20.11340964823507,28.07980556240172,0.6581093853290595,0,60.0,False,False,False,False,True,False
109,2025-07-05 19:00:00,19,5,8.771374987321733,11.652796050458829,1.4647024414826395,1,64.0,False,False,False,False,True,True
110,2025-07-04 20:00:00,20,4,8.737542531691114,11.428651664568951,0.1589880135020385,0,30.0,False,False,False,False,True,False
111,2025-07-03 04:00:00,4,3,23.272003036850528,30.36179468916505,0.5901821772620283,0,56.0,False,False,False,False,True,True
112,2025-07-12 13:00:00,13,5,10.42797558815273,37.94183655543871,1.5941925216794652,1,40.0,False,True,False,False,False,False
113,2025-07-14 09:00:00,9,0,10.926699998082787,15.99440471328646,0.663725789780396,0,76.0,True,False,False,False,False,True
114,2025-07-13 14:00:00,14,6,13.773865479927508,8.182512079597483,5.099054194334649,1,73.0,False,False,True,False,True,False
115,2025-07-18 07:00:00,7,4,22.1947637723786,36.172518564769085,3.103410621048751,0,80.0,False,True,False,False,False,True
116,2025-07-13 19:00:00,19,6,1.0045566235917196,18.848108963945116,0.3892721298568453,1,2.0,False,False,False,False,True,False
117,2025-07-19 07:00:00,7,5,23.043737399666423,22.848415122506967,2.566773670694182,1,108.0,False,False,False,False,False,True
118,2025-07-18 17:00:00,17,4,11.922837303586029,15.141432161168732,2.086441347382362,0,76.0,True,False,False,False,True,True
119,2025-07-17 07:00:00,7,3,23.41136714564429,23.321996826331038,0.7625494578721306,0,88.0,False,False,False,False,False,True
120,2025-07-21 12:00:00,12,0,20.71154530826631,26.61521868052545,0.6537988556064301,0,70.0,False,False,False,False,True,True
121,2025-07-03 18:00:00,18,3,5.064807491440746,18.99951443434085,0.3220700573456095,0,13.0,False,False,False,False,False,False
122,2025-07-14 15:00:00,15,0,1.619177459072512,9.268862917908836,1.1029908332592824,0,0.0,True,False,False,False,True,False
123,2025-07-14 17:00:00,17,0,8.693728888803605,15.086057820318084,1.0547758524102335,0,74.0,False,True,False,False,True,False
124,2025-07-28 05:00:00,5,0,21.933069574654283,25.20705150218596,0.4854388828375303,0,73.0,True,False,False,False,False,False
125,2025-07-04 22:00:00,22,4,15.771624666639871,15.130850758491857,1.2017079815596234,0,76.0,False,False,False,False,True,False
126,2025-07-07 03:00:00,3,0,18.67948019059454,6.080329314160466,1.3039662176984128,0,77.0,True,False,False,False,True,False
127,2025-07-18 10:00:00,10,4,18.121459135881373,15.2787143278843,0.8394091324397801,0,75.0,False,False,False,False,False,False
128,2025-07-16 10:00:00,10,2,24.598036894501785,26.84967794678801,2.5697035677833417,0,32.0,True,False,False,False,True,False
129,2025-07-14 13:00:00,13,0,17.214753615461774,14.33142865258873,1.8661240630312013,0,73.0,False,False,False,False,True,True
130,2025-07-15 10:00:00,10,1,16.34355517369701,25.34400663880681,0.0816810430365315,0,84.0,False,False,False,False,True,True
131,2025-07-27 13:00:00,13,6,9.502096981377097,29.08110456384931,0.7432629652272065,1,53.0,False,True,False,False,True,True
132,2025-07-21 22:00:00,22,0,7.77234367749973,34.41384467463514,0.2855370842496101,0,13.0,False,False,False,False,True,False
133,2025-07-21 06:00:00,6,0,24.699426699575557,26.56385681296152,0.9438477437469496,0,49.0,True,False,False,False,True,True
134,2025-07-16 23:00:00,23,2,9.994024657015384,26.406552064113697,0.2875091343106351,0,45.0,True,False,False,False,True,True
135,2025-07-18 22:00:00,22,4,13.456698911697927,9.742269694797765,2.6602896422306155,0,58.0,True,False,False,False,True,False
136,2025-07-20 22:00:00,22,6,9.911374870451729,16.539071828298354,0.0644511403398127,1,53.0,False,False,False,False,True,True
137,2025-07-03 16:00:00,16,3,14.33201925506482,20.130613261143115,2.144372164652554,0,100.0,False,True,False,False,True,False
138,2025-07-21 19:00:00,19,0,5.893726846975903,30.05178256997524,0.6339297779145622,0,13.0,False,False,False,False,True,False
139,2025-07-04 11:00:00,11,4,23.03869060090577,21.25475723378372,1.1187987589090638,0,67.0,False,False,False,False,True,False
140,2025-07-01 14:00:00,14,1,4.168055511260517,14.95890200966964,0.3617606469020551,0,0.0,True,False,False,False,True,False
141,2025-07-09 20:00:00,20,2,5.309978070637941,15.38396674901775,1.1079585091614987,0,0.0,False,False,False,False,True,False
142,2025-07-17 12:00:00,12,3,12.790354364621528,5.127044755948507,0.2462394078734313,0,60.0,False,True,False,False,True,True
143,2025-07-03 23:00:00,23,3,11.04329284495418,8.68976946767875,1.9728632847513692,0,48.0,False,False,False,False,True,True
144,2025-07-10 12:00:00,12,3,19.960801140807856,23.351076459266483,1.0889109144429432,0,74.0,True,False,False,False,True,True
145,2025-07-09 12:00:00,12,2,20.508152946806376,23.31427391266271,1.2551351851623034,0,77.0,False,False,False,False,True,False
146,2025-07-24 06:00:00,6,3,15.463045636565212,11.040019851786846,0.3689275740732394,0,82.0,False,False,False,False,True,True
147,2025-07-04 10:00:00,10,4,13.890386726544817,25.62875577907051,0.2204463115016003,0,84.0,False,False,False,False,False,False
148,2025-07-20 10:00:00,10,6,8.859623368927306,12.247524899940624,0.0451179922385679,1,37.0,False,False,False,False,True,False
149,2025-07-28 23:00:00,23,0,15.613997172952644,5.098375070372906,0.2188859743940128,0,84.0,False,True,False,False,False,True
150,2025-07-21 16:00:00,16,0,11.360779291676074,10.708906409419896,0.5468158680414738,0,79.0,False,False,False,False,False,False
151,2025-07-27 17:00:00,17,6,7.399301846976213,14.19917226314642,2.867778190165017,1,47.0,False,True,False,False,False,False
152,2025-07-21 23:00:00,23,0,15.242438973276576,23.639331902997142,1.8325288230863903,0,82.0,False,False,False,False,True,False
153,2025-07-06 21:00:00,21,6,12.195044036698976,22.54332345981195,0.3043263648673815,1,76.0,False,True,False,False,True,False
154,2025-07-19 02:00:00,2,5,10.368712404214262,15.56452517477265,0.0248946942752065,1,42.0,False,False,False,False,True,False
155,2025-07-11 23:00:00,23,4,20.46215540167736,21.341323497459783,0.3205829491427948,0,58.0,True,False,False,False,True,False
156,2025-07-29 15:00:00,15,1,14.05663297631693,22.919663566507666,2.7847390867486577,0,78.0,False,False,False,False,True,False
157,2025-07-09 20:00:00,20,2,4.279620100154645,17.265633832536512,0.4710256876001192,0,1.0,False,True,False,False,True,False
158,2025-07-19 14:00:00,14,5,17.810242730257777,20.2725160551794,0.9933574095981724,1,87.0,True,False,False,False,True,True
159,2025-07-20 21:00:00,21,6,13.419515828135824,16.127051449194653,0.7775653627010716,1,68.0,False,False,False,False,True,True
160,2025-07-25 05:00:00,5,4,18.77559404157023,24.07450372617342,0.9274330374700944,0,83.0,False,False,False,False,True,True
161,2025-07-21 07:00:00,7,0,15.86305768622706,12.090305848637328,2.6958381753217924,0,110.0,False,False,False,False,False,False
162,2025-07-22 17:00:00,17,1,12.172598516257796,19.855025211402204,0.4631949112699685,0,91.0,False,False,False,False,True,True
163,2025-07-01 23:00:00,23,1,12.12905257999032,30.319108577929832,0.9732169757393166,0,34.0,False,False,False,False,True,False
164,2025-07-04 22:00:00,22,4,13.730858563410218,6.450268527810352,0.7905578198138083,0,67.0,False,False,False,False,True,False
165,2025-07-10 05:00:00,5,3,16.428576066596758,24.98189604788705,1.2149059434649196,0,76.0,True,False,False,False,True,False
166,2025-07-09 11:00:00,11,2,18.66814760669678,26.945941458009056,1.8216809251306485,0,71.0,False,False,False,False,True,True
167,2025-07-26 15:00:00,15,5,8.587578865806544,31.566292924550893,0.387882615767476,1,25.0,True,False,False,False,True,False
168,2025-07-24 16:00:00,16,3,12.657993242227583,45.86773168414474,0.6548263666583081,0,783.0,False,False,False,True,True,False
169,2025-07-16 03:00:00,3,2,22.82834478175342,1.6963172833677918,0.2326356870073821,0,69.0,False,False,False,False,True,False
170,2025-07-06 16:00:00,16,6,9.279368542436556,29.07379037422869,0.0375772368439958,1,66.0,True,False,False,False,True,True
171,2025-07-28 16:00:00,16,0,9.46933143598344,16.43204469783897,0.5046885260220507,0,53.0,False,True,False,False,False,False
172,2025-07-24 11:00:00,11,3,19.902154392740076,19.58037464852812,0.4354642803100488,0,82.0,False,False,False,False,False,False
173,2025-07-23 08:00:00,8,2,24.218641341239323,27.620412348890365,3.9924067986661504,0,69.0,False,False,False,False,True,False
174,2025-07-21 01:00:00,1,0,17.335061888126553,29.504289457069746,2.696986776773588,0,78.0,True,False,False,False,False,False
175,2025-07-29 20:00:00,20,1,8.382936215899475,10.32337434866369,0.3375414266463755,0,35.0,False,False,False,False,False,True
176,2025-07-22 05:00:00,5,1,12.485766887384278,16.614876132501955,0.1376878140910785,0,82.0,True,False,False,False,False,True
177,2025-07-04 07:00:00,7,4,13.415323292631223,26.510828784753446,3.68100761973872,0,94.0,False,False,False,False,True,True
178,2025-07-25 04:00:00,4,4,16.060910074610845,37.04412861894853,0.6811613772048137,0,67.0,False,False,False,False,False,True
179,2025-07-30 17:00:00,17,2,3.51448012321279,41.12186604888117,0.2544598804984342,0,0.0,False,False,False,True,False,False
180,2025-07-28 09:00:00,9,0,19.846787869877364,19.96899484077829,2.216994625766306,0,108.0,False,False,False,False,True,True
181,2025-07-18 08:00:00,8,4,23.63682934740843,19.726832255996825,2.2428526346435174,0,77.0,True,False,False,False,True,False
182,2025-07-05 02:00:00,2,5,14.606363952240892,40.16924816415069,0.9780509005610132,1,76.0,False,False,False,True,True,True
183,2025-07-20 09:00:00,9,6,20.291390747316576,18.148044374443412,0.1373761746695671,1,111.0,False,True,False,False,True,False
184,2025-07-24 11:00:00,11,3,19.831818208410542,12.571542189812437,4.812184338550242,0,71.0,False,False,False,False,True,True
185,2025-07-27 16:00:00,16,6,12.019889341618148,2.280755198455642,0.0073082306993922,1,88.0,True,False,False,False,True,False
186,2025-07-19 16:00:00,16,5,9.5203544872165,12.60422377340287,2.032304610121188,1,59.0,False,False,False,False,True,False
187,2025-07-09 01:00:00,1,2,11.793780937170345,12.249345529908975,0.5812883853186672,0,64.0,False,False,False,False,True,False
188,2025-07-18 05:00:00,5,4,17.67520465920446,23.58031426636672,3.709722991122146,0,71.0,False,True,False,False,True,False
189,2025-07-12 23:00:00,23,5,16.949156639050564,23.478032180891372,3.952766943717878,1,74.0,False,False,False,False,False,False
190,2025-07-19 15:00:00,15,5,1.957056923841232,21.906379796161595,1.7720362111832244,1,1.0,False,True,False,False,True,False
191,2025-07-27 04:00:00,4,6,12.867965807541289,18.848108963945116,0.4054359418093367,1,83.0,False,False,False,False,True,False
192,2025-07-22 09:00:00,9,1,24.68572485947828,16.178503836158036,0.0280706596897283,0,91.0,True,False,False,False,True,False
193,2025-07-12 01:00:00,1,5,14.606651462223605,24.136285920211886,5.599925364287332,1,57.0,False,False,True,False,False,False
194,2025-07-26 17:00:00,17,5,12.156573891461562,14.619145050115051,2.850805330217843,1,88.0,False,True,False,False,True,True
195,2025-07-31 04:00:00,4,3,25.67993578676368,27.64803492421835,0.7658379673108305,0,38.0,False,False,False,False,False,False
196,2025-07-15 11:00:00,11,1,21.13109265236521,15.36020593747203,1.9716182873857455,0,70.0,True,False,False,False,True,False
197,2025-07-22 04:00:00,4,1,22.22765226325658,27.773562303352183,0.6737951386167298,0,62.0,False,False,False,False,True,True
198,2025-07-19 06:00:00,6,5,20.598182085497232,17.023174376433182,0.869787031934401,1,88.0,False,False,False,False,True,False
199,2025-07-14 06:00:00,6,0,16.126491461210346,21.807676053822583,0.8372640471910071,0,65.0,True,False,False,False,False,True
200,2025-07-26 18:00:00,18,5,10.382650456161729,17.937135476204805,0.2317137463561802,1,80.0,False,False,False,False,True,False
201,2025-07-14 19:00:00,19,0,9.326840788637613,16.7592981983754,0.8454746690277493,0,66.0,True,False,False,False,False,True
202,2025-07-05 22:00:00,22,5,8.39441705423222,7.861611417202507,0.8454746690277493,1,39.0,False,False,False,False,True,True
203,2025-07-14 06:00:00,6,0,13.764246874951349,36.71362064193226,2.8186653812119693,0,59.0,False,False,False,False,True,True
204,2025-07-25 02:00:00,2,4,22.91849367437394,15.181950379909097,1.3534230669088378,0,58.0,False,True,False,False,True,False
205,2025-07-28 07:00:00,7,0,19.706632856422036,31.74735173298278,1.1645800581976655,0,79.0,False,False,False,False,True,False
206,2025-07-09 08:00:00,8,2,14.244698315805106,22.40812871261237,1.3453267016778097,0,98.0,False,False,False,False,True,True
207,2025-07-29 07:00:00,7,1,19.21862905121233,204.0,1.1032566269720625,0,109.0,False,False,False,False,False,False
208,2025-07-04 03:00:00,3,4,17.752033331312916,8.822812307782025,0.2912220666014199,0,86.0,False,False,False,False,True,False
209,2025-07-27 18:00:00,18,6,8.229384641638983,18.47999946732952,0.1491098649230227,1,63.0,False,False,False,False,True,True
210,2025-07-17 15:00:00,15,3,14.118012899623128,21.89851808980724,3.041257925601997,0,67.0,False,True,False,False,False,False
211,2025-07-09 21:00:00,21,2,14.39430338100232,35.1150083048965,1.7537103492872663,0,60.0,False,False,False,False,True,False
212,2025-07-11 17:00:00,17,4,4.381270640586306,32.83096844199721,0.3373322294571426,0,2.0,True,False,False,False,True,False
213,2025-07-23 18:00:00,18,2,4.8381961213780365,11.370691172348726,1.6716242783785071,0,1.0,False,False,False,False,True,False
214,2025-07-14 16:00:00,16,0,4.096710539667779,18.848108963945116,0.2359945018616995,0,3.0,False,False,False,False,True,False
215,2025-07-01 16:00:00,16,1,11.146093803641277,11.023675965885092,1.6110410470536838,0,804.0,False,True,False,False,True,False
216,2025-07-30 05:00:00,5,2,16.863965065985894,17.397253960016993,0.5986895000591758,0,85.0,False,False,False,False,False,True
217,2025-07-13 08:00:00,8,6,18.438362101195644,10.817269528516178,0.0095409264257021,1,120.0,False,False,False,False,True,False
218,2025-07-13 11:00:00,11,6,19.783393268318363,23.895391328796947,0.0879175186469997,1,90.0,False,False,False,False,True,True
219,2025-07-13 23:00:00,23,6,7.6864626118848545,15.815692872753605,0.7668311308482489,1,30.0,False,False,False,False,True,True
220,2025-07-28 23:00:00,23,0,5.999591518101208,20.73029508867705,0.0378002881609725,0,1.0,False,False,False,False,True,False
221,2025-07-17 23:00:00,23,3,10.56817731726561,25.97166331309717,0.6019642015600546,0,51.0,False,True,False,False,True,False
222,2025-07-09 00:00:00,0,2,9.559188433245922,11.484687381619032,0.4418570986871924,0,41.0,False,True,False,False,True,True
223,2025-07-09 08:00:00,8,2,16.607145028652518,162.0,0.1344529793258328,0,113.0,False,False,False,False,False,False
